raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk,cd3_cd28,icam2,aktinhib,g0076,psitect,u0126,ly,pma,b2camp
-0.416580165042559,-0.20124413792757195,0.13707460001356342,-0.8312824007572762,-0.9832334324261771,0.15693292025975994,0.04024734896064911,0.029763628451323555,-0.2576352086670547,-0.5108780205001314,-1.1152708969459009,1.0022,-0.0011,-0.0163,-0.0018,-0.0075,0.015,0.0084,0.0024,0.0128
0.5357892176371483,-0.40678655523225654,0.2411981209549447,-0.980407680463186,-1.431908813104944,-0.4762176423326569,-0.3245818028778009,0.13046192292202324,0.8523261052535852,0.9229784919294002,0.9088112291404671,1.0071,0.0004,-0.0046,0.0051,0.0071,-0.0117,0.0014,-0.0053,0.0091
-0.5967741239242661,-0.2601775689761538,0.009896966163018321,-0.06995219726277918,-0.08398632541911441,1.1102387754069838,0.7714655848741644,-0.5588106057520561,0.036611495108909646,0.4728499653488443,2.472985782149892,1.0015,0.0007,0.0045,-0.0034,-0.0041,-0.0017,0.013,-0.0008,0.0019
-0.35750017852396715,-0.08023737991388526,-0.4149574003058324,0.16219629938960506,0.628850004239163,-1.0862515607981125,-1.0041272834534278,0.556751369514653,1.2154997428704457,0.6203323494844529,-0.15563255674940193,0.9903,-0.011,-0.0087,0.0034,-0.001,-0.0065,-0.015,-0.0011,-0.0033
-0.17218595414398352,-0.8123161893739327,-0.3929166549970723,-0.8620813360761296,-1.2925274078644986,0.5628039109490501,0.6969788205757748,1.5958410168065111,0.6075166505772981,0.4518542092739834,-0.25439982861681654,1.0119,-0.0004,-0.0029,-0.0014,0.005,0.0022,0.0084,0.0069,-0.0166
-0.24426353769666512,0.2074253921306272,-0.25484531944219835,-1.015223868214933,-0.7661018555550072,-0.6672879575059416,-1.18605438054871,0.4411672402091539,1.5577576212528264,1.664999237111684,0.04664626642010768,1.0033,0.0053,0.0062,0.0095,-0.0045,-0.0013,-0.0153,0.0108,-0.0051
0.7705336974043552,2.2309675451020174,-1.5995841251766412,1.5062715754981353,-0.30225570968000215,-0.4661936108085764,0.18707597073208285,-0.11179774203647239,1.1394424365632496,0.5450548825819029,-0.5419319155670786,1.0033,0.0146,-0.0027,0.001,-0.0064,0.0163,0.0077,0.013,0.0077
0.1826878315443609,-0.6664317944831808,0.3977634152171695,-0.9933115822173303,-0.7990982698568274,-0.5979380251250598,-0.44508656815634795,0.2721692329670228,1.7892570473253546,1.3877016294400424,-0.4013287250484008,1.0073,0.002,-0.0014,-0.0005,0.0137,-0.0002,-0.0111,-0.0083,0.0086
0.2437371509469074,-0.47924569176739884,-1.9456491607141788,-0.2582761219199562,-1.975022207130298,0.25042235712720157,0.10829939278300013,-0.48292203600602207,0.8668245292683945,0.07725919540176804,-0.2637446214427,0.9979,0.0119,0.0132,0.002,-0.0168,0.0118,0.0004,0.0197,0.0056
0.09524945149684526,-1.1120554841743029,-0.65765894060229,-1.2692846508649196,0.31272918446253395,0.32631859580952377,0.2873016169346289,-0.17747054277823301,0.8375900021565655,0.4518542092739834,-0.25439982861681654,1.0172,-0.0001,-0.0251,0.0063,-0.0138,-0.0133,0.0087,0.0054,0.0082
0.22936102089405022,-0.20124413792757195,0.16342215762403414,0.411509420073444,-0.010787383347261169,1.1961590456133864,0.6837193965645427,-0.08830147332664147,0.18539860057236102,-0.11298283830093594,-0.7042437786505011,0.9924,0.0104,-0.0138,-0.0092,-0.009,-0.0167,-0.0044,-0.0043,-0.0138
2.025195677770858,0.1385892124222432,-1.1658627922042657,0.8235821317505903,-0.534558051747411,-1.1105956373565928,-1.194634007850095,1.4399775697127326,-1.4410393589905806,0.04038859936786532,1.3373778047398335,1.0065,-0.0062,-0.0092,0.0,-0.0082,0.0016,-0.0071,0.0028,0.0026
-0.1863651509084441,-1.4927074814389139,-0.5046404329414755,0.004914779895698631,0.1577977448959436,-1.2042896462959547,-0.184772876171137,0.38935869740176504,1.774520944228335,2.0518844496618653,2.0071838012904677,0.99,0.0035,-0.0017,-0.0082,0.012,-0.0112,-0.0129,-0.01,-0.0055
0.12282011187218878,0.15767011837649667,-0.9872567526332819,-1.4449481436123712,-0.2265915182637599,1.295581072566509,1.0243695987354517,0.9722412888741924,-0.015202544812868165,-0.4804085696110033,-0.6480312556517251,1.0126,0.0053,-0.0062,0.0025,-0.0091,0.0,0.0101,-0.0119,0.0089
0.8812102054825172,0.061299466784758665,0.6703592997255071,-0.11535932324670015,-0.09536439931629322,-0.17815613354520896,-1.043905555487123,-0.20228026750289738,-1.0415008217955923,-1.9503675406570642,0.5292688743661224,0.9918,0.0069,0.0074,-0.0301,-0.0024,0.0003,-0.001,0.0153,-0.0009
1.3227346380647962,0.9675217343842639,-0.8370250058735753,2.0874340941234526,1.3471857362810769,0.7473279198208945,0.46981368861864214,-0.509191156302726,0.2046506062313705,0.41984848355010945,-0.4065043026135049,1.0102,0.029,-0.0006,0.0101,0.0058,0.0196,0.0037,0.01,-0.0035
-1.0481452209263102,-0.8502364708273241,-2.2836072554484943,0.8713022212564815,-0.04985210372757635,-1.4473212677369214,-0.6979905820176361,-4.5814885605207065,-1.006324317628514,0.5450548825819029,2.6375979019289173,0.9877,-0.0012,0.0011,0.0076,-0.0103,0.0086,-0.0062,-0.0003,0.0034
-0.009519057929459047,0.1385892124222432,0.83021803868904,-0.5974296151939681,-0.709401120634064,-0.08487126874968687,-0.3356963200636864,-0.2535050520814706,0.24244158030275798,-0.7781898417459228,-1.055464222860246,0.9962,-0.0104,0.0051,0.002,0.0021,-0.0041,0.0001,-0.0046,-0.022
0.5210192210074996,-0.6227147821069786,0.06512550038496859,0.15379658975719065,-0.08398632541911441,-1.4440481145862007,-1.1178073451967825,0.2978545950349112,-1.0887989591553793,-0.7781898417459228,1.6348297486898795,0.9998,-0.0056,0.0223,-0.0142,0.0087,0.0104,0.0203,-0.003,0.002
0.34968726010358253,-0.49566976271536356,-0.9652160073245231,-0.8776634061188694,0.6677250900545256,-1.175854128299074,-0.3356963200636864,0.05413553450437721,0.9096067640661917,0.9403896067231877,-0.18194174270535088,0.9826,-0.0059,-0.008,0.0047,-0.0047,-0.0077,0.0068,0.008,0.0086
0.48832829513387954,0.9675217343842639,-0.5976169102784268,-0.9424263847340073,-0.5563660267170042,0.15693292025975994,0.3116755581317464,1.6483792573999192,1.4415325500521432,1.6253121372140802,0.4374023725855133,0.9973,-0.0121,0.0024,0.0053,-0.008,-0.0083,0.0035,0.0287,0.0054
0.6602510559029828,1.530770755717431,-1.5131945372423072,-1.1163855885705338,0.00021142142001169347,0.438424091221687,0.21690967475735487,-0.9513880146305814,0.7482226672456107,0.82440085669987,-0.4484839873082436,1.0022,-0.0026,-0.0083,0.0035,0.0139,0.0012,-0.0066,0.0104,-0.0086
0.003478539104632442,0.899168615586113,-1.09720713727698,0.889927664354444,0.9895349467797436,-0.9401871014472285,0.21690967475735487,1.1661949603981914,-0.03635598312955627,0.13154090622945716,1.6719213879064623,1.0031,-0.0132,-0.0045,-0.0148,-0.0099,0.0074,0.0055,-0.0045,0.011
0.7705336974043552,-0.40678655523225654,0.5827030022906704,-0.8163090053255811,-0.2703971027679005,-0.6411027323001811,-0.37527960056780424,0.029763628451323555,0.5749546163145297,0.25418684720333984,-1.1872976847269416,0.9944,0.0032,-0.0085,0.0055,-0.0024,-0.0016,-0.0118,-0.0084,0.0106
0.34968726010358253,-0.30558529453817523,0.4137239549235127,-0.8312824007572762,-1.7402546157185002,1.3248348788510698,1.4217623360132505,1.5183471119312326,-0.4708333454094134,-0.5574783571540907,-0.7626127923014043,0.9807,-0.0144,0.0078,0.0009,-0.0023,0.0058,0.0097,-0.0035,-0.0007
0.003478539104632442,-0.04569852483213444,-1.2747998092475612,0.37401506403310075,-0.45623897642182726,-0.6151220791663401,-0.9497246467014618,0.556751369514653,-1.0545731713171418,-0.2481750237585774,2.3027667866753374,0.9999,0.0176,-0.0112,0.0191,0.0057,0.0118,-0.0097,-0.0019,-0.0002
0.6602510559029828,0.2861643204988144,-0.34984853197995586,-0.041831430232521505,0.7799887525066932,0.6456556000766517,0.18707597073208285,0.029763628451323555,0.6788203752402948,0.7125088395692086,-0.8727375816033546,1.0066,-0.0067,-0.0108,0.0161,0.0126,0.0011,0.009,0.0174,-0.0079
0.2608703470372977,-0.04569852483213444,-0.5624023861644313,-0.8855761760624482,0.17296851009218256,-1.3026888128894778,-1.194634007850095,-3.595374972493868,0.41452123582278866,0.11361769982408772,-0.844415671038754,1.0256,0.0039,0.01,0.0009,-0.0061,-0.0034,0.0071,0.0009,-0.0098
2.254622958751392,0.691452424185374,-2.2836072554484943,1.8974058805553498,1.0314441856343537,-0.925048768125148,-1.1347716082699755,0.32572905046085837,0.7177997447227326,0.43597936931494163,-0.41685545774371446,0.9901,0.0002,0.0016,0.0153,-0.0063,0.0057,-0.0014,-0.0134,-0.0067
0.5357892176371483,0.43639626358167544,-0.4481451892190226,0.2385240956145885,-2.022241213803592,-1.2362028895154757,-0.21090174113444635,1.0881172972940987,3.4071385599287356,2.9959253356132387,0.2037825519384254,1.0008,-0.0005,-0.0096,-0.0088,-0.0021,-0.0112,0.0036,-0.0109,-0.0038
0.20041182749993927,-0.5123353641184469,-0.6333381181926235,-0.23940720897757595,-1.3915166507699577,-0.9950124167217902,-1.1012330651827424,0.259180612375875,2.0837414301835273,2.0518844496618653,1.1434374120918818,1.0137,-0.0065,0.0169,0.0209,0.0046,0.0003,0.0091,-0.0144,0.0167
0.8329615498256674,0.2861643204988144,-0.31767411066716833,-0.9718862359085625,-1.356434256253655,0.538459834390569,0.2709223284501662,-0.12537012085643576,-0.766268444596427,-1.0764832054924232,1.5123410796490673,0.9956,-0.009,-0.0053,-0.0159,-0.0095,0.0156,-0.0054,-0.0166,0.0113
-0.57058199656769,-0.09400461585556227,-0.13374789119407013,-0.40667099209261265,-0.8671770786749493,0.438424091221687,0.5815438350662266,-0.4960565961543734,-0.7320426567581884,-0.5108780205001314,-0.7493863163016924,1.0126,0.0024,-0.0153,-0.0058,0.0099,0.0117,-0.0185,-0.0037,-0.0005
0.7858944938991883,0.1260296287561512,0.07424580878859229,-0.23015535488969904,-0.44922249751856624,-1.4231817632503607,-0.5800207066235885,-1.2502722277841956,0.7023506043790836,0.1494641126348266,-0.42203103530881925,1.0078,0.0007,0.0101,-0.0119,-0.0002,0.0024,-0.0119,0.0031,0.0071
1.3879195565236433,1.0559218809571356,-0.6695660099070215,1.154214180469979,1.2897264631003227,-0.2219345569360898,-0.5299078835223154,-0.431551311870244,-0.926701825088168,-0.7781898417459228,-0.924349591210927,0.9929,0.0132,0.0075,-0.0023,0.006,-0.0041,-0.0154,-0.0115,0.0136
-2.3006409351204664,-1.4059980480518603,-0.7313814335315889,0.5396962931594227,0.24654672129394173,4.09965046237402,4.2471895995830735,1.9223078062716639,0.95191364069957,0.6400478765303586,-0.2637446214427,0.9884,0.0048,-0.0041,0.0176,0.0043,0.0151,0.0112,0.0017,0.0055
-0.5835795936017798,-0.9676202720142536,-1.1658627922042657,-0.9056624382269179,0.3766360328516906,-0.23973232719313056,-0.4690705262943116,0.350538775185524,1.739582119143467,0.8830353462260059,-0.9184551834284462,0.9891,0.0056,0.0104,0.0016,0.0119,0.0116,-0.0106,-0.0122,0.0047
-1.1385376002997565,-1.1550479051851532,-0.4481451892190226,0.16219629938960506,0.1119061801773208,-0.6065300521457,-0.8670482381608408,0.259180612375875,1.0610083394339542,1.3877016294400424,1.2920915010451668,1.0191,0.0159,-0.0126,0.001,-0.0126,-0.0078,-0.0143,0.0004,0.0022
2.0710811339669646,0.43639626358167544,-1.3695496798852176,-0.6068032042040535,-0.7173657723620894,0.043599992416076795,-0.37527960056780424,-0.509191156302726,0.8375900021565655,0.28824093937354145,-0.7168951904763126,1.0039,0.0092,0.0071,-0.016,0.0104,-0.0006,-0.0058,0.0099,-0.0012
0.2149848908411913,0.0743421113610838,-0.15350855940192373,0.06992122835525426,-0.30225570968000215,0.6800237081592133,0.14807766481669532,-0.2535050520814706,-1.3309939439273564,-0.23434855024586443,1.2567250543502853,1.0057,-0.0184,0.0001,0.0013,0.0027,-0.0094,-0.0072,-0.008,0.0021
0.9920836468490758,0.09390607822557258,1.552242453975996,0.6376929055375916,1.6130533963451645,-0.4267112009280156,-0.6979905820176361,-0.08830147332664147,-1.0887989591553793,0.6741019687005602,1.2920915010451668,0.9971,0.0108,-0.0189,-0.0237,0.0073,0.0018,-0.0063,-0.0017,-0.0036
-0.44474162528308797,-1.1120554841743029,-1.6066776983794608,-0.8087614401486287,-0.04985210372757635,-1.2145182498919558,-1.3391227312666059,0.33813391282319055,-1.5582151465201044,-2.177480170393671,-1.4524022688950824,0.9935,-0.0028,-0.0038,0.0139,0.001,-0.0011,-0.0195,0.018,-0.0023
0.019627068753046754,0.6354173585981975,-0.4481451892190226,-0.2845708651170797,-0.1659084574788041,-0.25753009745017136,-0.2750539543652582,0.5439086884807075,-1.4334336283598608,-1.2552031779345323,1.018504720311993,0.9985,-0.0195,-0.0036,0.0206,-0.0145,-0.0131,0.0135,0.0006,0.0104
-0.9831572357558589,-0.8693173767815776,0.13707460001356342,-0.8936106809282363,-1.1942967032188512,0.33982035255624443,0.3116755581317464,-0.06188641347273391,-0.12239581088957162,-0.42766313361805997,-0.5363250398715482,1.0012,-0.0041,-0.0036,-0.0152,-0.0178,0.0117,-0.0003,0.0012,-0.0013
0.16791783491471404,-0.3517176114655496,-0.4481451892190226,-0.8698723710974997,1.2758831398587533,-0.13519599844200805,-0.6381281824375163,0.05413553450437721,1.0740806889555037,0.5092084697711641,1.2121575808729939,0.9961,0.0026,-0.0088,-0.0067,0.011,0.0132,0.0028,0.0005,-0.0082
0.5505592142667951,0.5673057702551643,0.11934066700651509,-0.16040124446399634,0.9732263741937878,0.22935143371944106,0.012363560231147097,-0.12537012085643576,-0.3163419419729219,-0.5889719912663827,-1.1417238489453245,0.9972,0.011,-0.0132,0.0029,-0.0048,0.0041,0.0087,0.0123,0.0026
0.2437371509469074,0.5513647602174337,-0.5046404329414755,-1.064769981553958,-0.02747522506312385,0.20071134365064078,0.10829939278300013,-0.32997738005632155,0.33466106420023334,-0.7953449107339188,-0.8514602071690356,1.0163,0.0194,0.0008,0.0165,-0.0111,0.0078,0.0091,0.0164,-0.0105
0.5210192210074996,0.5673057702551643,0.019270616466744366,-0.06995219726277918,-0.28310261861975045,-0.6750616962389019,-0.7182697010936371,-1.5522211716390897,-0.08983377662680328,0.02784235488410773,0.027669148681389928,1.0033,0.0067,-0.0095,0.002,-0.0248,0.006,0.0024,0.0069,0.0016
0.5357892176371483,1.1117154160891956,0.6845464461311462,1.8311820828737047,1.7486421102865506,1.039661410594582,0.7714655848741644,0.8038270398608769,0.6155977393724378,0.9009585526313765,-0.4806875810466726,1.0024,0.0005,0.0049,0.0028,-0.0046,-0.0087,-0.0017,-0.0107,0.0081
1.2553834534336024,1.6044375445281585,0.2581720282616905,-0.9300094226686991,-0.6085155320790753,-0.867154871771787,-0.43338707638173213,1.2187332009916008,-1.5967191578381223,0.9229784919294002,-1.3264632148108684,0.9958,-0.0089,-0.0107,-0.0098,-0.0077,0.0299,0.0117,-0.0032,0.0045
0.33609886320430654,1.3107365111057176,-0.34984853197995586,-0.5573788257872379,-0.9832334324261771,-0.11821651647264722,0.2873016169346289,0.5967388081885239,-0.7748248915559867,-0.38362325502201033,1.4539720659981648,1.0114,-0.0074,0.0045,0.0017,0.0143,-0.0048,-0.0044,-0.0073,0.018
0.6602510559029828,0.45330339543987547,-2.2836072554484943,-0.5157454823917922,-2.1730006929412164,0.2991105102441629,-0.184772876171137,0.14476399952800706,0.5338361350922027,0.02784235488410773,-1.0603522683384006,1.0229,0.0066,-0.0009,0.0014,-0.0133,-0.0158,-0.02,0.022,-0.0051
-1.364813948665965,-0.8693173767815776,-1.0374184488532179,0.6789610441664108,0.5361187019771522,-0.6065300521457,-0.44508656815634795,-0.18797819089691356,-0.12239581088957162,-0.5574783571540907,-1.1261971162500108,0.9811,-0.0079,-0.0122,-0.0002,-0.0086,0.0069,0.0011,0.0068,-0.0066
-0.09932063743771813,-0.4710336562934159,0.037764575174094116,-0.47265131992983944,1.854647832095269,0.1642975148488793,0.17420652978000553,1.0627238143406175,0.8375900021565655,0.693305404134885,-0.29695457748545573,1.0153,0.0157,0.0,0.0213,0.0126,0.0002,0.0106,-0.0037,-0.0064
0.27504954380176005,1.3648393330519573,-0.5507486587597998,0.3921535674422287,-0.7826000627059173,-0.40707228202369455,0.2873016169346289,1.621818257988808,0.5504736708469011,-0.08020897515968972,-0.4591226745254028,1.009,-0.013,-0.0095,0.0075,0.0087,0.0009,-0.0106,0.0007,0.0071
-0.14067662800073427,0.0743421113610838,-0.48183966193241295,0.7636885500238086,-0.15396147988676598,0.41264801015976643,0.29958608329797587,-1.1165915933854107,-0.20035454985444726,0.04038859936786532,-0.7429168443453112,1.005,0.0084,0.0047,0.0073,-0.0104,-0.0062,-0.0101,-0.0166,0.0097
0.03557866511306622,-0.3362596623380522,1.9758301109443441,0.09670291124121386,-0.9648388796257373,2.0107650359988476,3.1692764240817644,2.7458447275733437,0.24244158030275798,0.48846875950209456,-0.5193606467414827,0.999,0.023,0.0046,0.0117,0.0144,-0.0009,-0.0078,0.0,-0.0057
-0.7328550262054231,-0.14351835915457514,-0.19353657961783224,-1.2530939062111355,-1.6348177976046394,-0.8818840609500267,-0.980533308374618,0.2978545950349112,-1.7371874954242246,1.6847147641575895,-1.0154972627741594,0.9977,0.0009,-0.0097,0.008,0.0137,0.0172,-0.0064,0.0025,0.0164
1.055496165712364,0.09390607822557258,2.6560531127146856,1.0291924153614334,0.31272918446253395,0.8017440909516163,0.5953882336661899,0.9850839699081366,-1.3975440869461528,-2.235602568308225,1.1309297663095452,0.9835,-0.0029,-0.0186,0.0094,0.0014,0.0052,-0.011,-0.0023,-0.012
0.4111304460829187,-0.1865107801654265,-0.17352256950987857,-1.258571977710536,-1.130579489394648,0.2854041814255227,0.17420652978000553,0.8163778417804126,-1.4581522529096997,-0.7781898417459228,-1.0384998297301804,1.0058,-0.0101,-0.0017,-0.0071,-0.0141,-0.001,-0.0029,-0.0019,0.0095
1.9424836966448293,3.1579614318415965,-0.5276945458506371,-0.43101797653439383,1.4366932509388868,-0.6672879575059416,-0.2586746658807955,0.04202255125645217,-1.7371874954242246,-1.5724439313095657,-0.8863953557334922,0.9972,-0.0119,0.0033,-0.0017,0.006,0.0146,0.0021,-0.0004,-0.0088
-1.620236423714679,-1.1441790347048815,-1.1747297587077905,1.6428581582165271,0.4942094631225421,1.5490458696753944,1.1591087456731166,2.0133740899669057,0.9096067640661917,0.3274159476595634,0.13448731898341226,1.0025,0.0142,-0.013,-0.0071,0.0147,0.0013,0.0092,0.0044,-0.0079
0.582265473698441,-0.032172819345574005,-0.4040636986015024,-1.2913186717847316,0.8194327420169152,-0.3031496694883325,-0.001675829898392582,0.517785507741207,-0.6065481013513153,-1.1054163815468043,0.6777791972759325,1.0143,-0.0023,-0.0009,-0.0114,-0.0064,-0.0081,-0.0014,-0.0088,-0.0064
-0.57058199656769,-0.15776865600648637,-1.881807001888805,-1.8190395595603388,-0.7826000627059173,-0.23073115602865044,-0.45698105146054113,0.04202255125645217,-0.5972786171451263,0.16738731904019605,-0.4861506906987276,0.997,-0.0036,0.007,-0.0037,0.0016,-0.0062,0.0038,0.0086,-0.0139
0.8479284797437108,1.6590234273846334,-0.4149574003058324,-0.43101797653439383,-0.8328532224184587,-1.3268283173760385,-0.657822326924787,-0.9157787626728268,-1.4277293303868217,-2.9812079547715813,-1.1917544320746705,1.0151,0.0125,0.0014,0.0011,0.0035,0.0041,-0.0116,0.0229,-0.0136
